"Number","Date","Length","EndingSlash","ReservedWord","SlashCount","MainContentTag","HighestFreqTagSetS","FrequencyCount","MainContentScore","DepthMainContentinDOMTree","Article"
"true","false","99","false","false","1","div","p","2","1.0785775184631348","20","yes"
"true","false","52","false","false","1","div","p","6","1.005098819732666","20","yes"
"true","false","87","false","false","1","div","p","11","1.0864754915237427","21","yes"
"true","false","87","false","false","1","div","p","18","1.0380709171295166","20","yes"
"true","false","64","false","false","1","div","p","13","1.0447657108306885","20","yes"
"true","false","57","false","false","1","div","p","5","1.02055025100708","21","yes"
"true","false","111","false","false","1","div","p","15","1.0172364711761475","19","yes"
"true","false","106","false","false","1","div","p","20","1.1739788055419922","21","yes"
"true","false","79","false","false","1","div","p","6","1.0283058881759644","21","yes"
"true","false","76","false","false","1","div","p","13","1.0224547386169434","20","yes"
"true","false","54","false","false","1","div","p","9","1.0070416927337646","20","yes"
"true","false","79","false","false","1","div","p","6","1.0460736751556396","21","yes"
"true","false","94","false","false","1","div","p","4","1.0205976963043213","20","yes"
"true","false","57","false","false","1","div","p","11","1.0198326110839844","20","yes"
"true","false","76","false","false","1","div","p","11","1.0384268760681152","21","yes"
"true","false","52","false","false","1","div","p","6","1.030559778213501","20","yes"
"true","false","95","false","false","2","div","p","4","1.177503228187561","12","yes"
"true","false","86","false","false","2","div","p","4","1.0978811979293823","12","yes"
"true","false","81","false","false","2","div","p","4","1.0728846788406372","12","yes"
"true","false","80","false","false","2","div","p","3","1.0398398637771606","12","yes"
"true","false","91","false","false","2","div","div","2","1.038735032081604","12","yes"
"true","false","72","false","false","2","div","p","4","1.0022728443145752","12","yes"
"true","false","70","false","false","2","div","p","4","1.0928231477737427","12","yes"
"true","false","71","false","false","2","div","p","4","1.1630690097808838","12","yes"
"true","false","94","false","false","2","div","p","4","1.202641248703003","12","yes"
"true","false","98","false","false","2","div","p","3","1.0554461479187012","12","yes"
"true","false","81","false","false","2","div","p","4","1.112524390220642","12","yes"
"true","false","74","false","false","2","div","p","4","1.070168375968933","12","yes"
"true","false","77","false","false","2","div","p","4","1.163874626159668","12","yes"
"true","false","79","false","false","2","div","p","3","1.1470587253570557","12","yes"
"true","false","88","false","false","2","div","p","2","1.0825427770614624","12","yes"
"true","false","75","false","false","2","div","p","4","1.0889251232147217","12","yes"
"true","false","88","false","false","2","div","p","4","1.0861210823059082","12","yes"
"false","true","117","false","false","4","div","p","42","1.0752537250518799","11","yes"
"false","false","81","false","false","1","div","p","4","1.034859299659729","11","yes"
"false","true","92","false","false","4","div","p","8","1.0249159336090088","11","yes"
"false","true","89","false","false","4","div","p","11","1.0660797357559204","11","yes"
"false","true","81","false","false","4","div","p","3","0.9970539808273315","11","yes"
"false","false","117","false","false","1","div","p","14","1.0314984321594238","11","yes"
"false","true","88","false","false","4","div","p","3","1.0174586772918701","11","yes"
"false","true","115","false","false","4","div","p","15","1.0406936407089233","11","yes"
"false","true","106","false","false","4","div","p","19","1.0330415964126587","11","yes"
"false","true","61","false","false","4","div","p","22","1.0920135974884033","11","yes"
"false","true","82","false","false","4","div","p","7","1.3073151111602783","11","yes"
"false","true","72","false","false","4","div","p","9","1.0113309621810913","11","yes"
"false","true","122","false","false","4","div","p","6","1.0458943843841553","11","yes"
"false","true","97","false","false","4","div","p","5","1.0136605501174927","11","yes"
"false","true","115","false","false","4","div","p","14","1.021504282951355","11","yes"
"false","true","97","false","false","4","div","p","4","0.9961885809898376","11","yes"
"false","true","105","false","false","4","div","p","4","1.0120230913162231","11","yes"
"true","false","49","false","false","2","div","p","6","1.0352238416671753","9","yes"
"true","false","67","false","false","2","div","p","17","1.0439714193344116","9","yes"
"true","false","58","false","false","2","div","p","10","1.0134174823760986","9","yes"
"true","false","63","false","false","2","div","p","15","1.0771844387054443","9","yes"
"true","false","78","false","false","2","div","p","11","1.0552866458892822","9","yes"
"true","false","70","false","false","2","div","p","18","1.0250145196914673","9","yes"
"true","false","55","false","false","2","div","p","10","1.0243281126022339","9","yes"
"true","false","54","false","false","2","div","p","11","1.0512757301330566","9","yes"
"true","false","45","false","false","2","div","p","7","1.0294028520584106","9","yes"
"true","false","81","false","false","2","div","p","12","1.062097430229187","9","yes"
"true","false","111","false","false","2","div","p","7","1.0367079973220825","9","yes"
"true","false","85","false","false","2","div","p","12","1.118546962738037","9","yes"
"true","false","89","false","false","2","div","p","8","1.024533987045288","9","yes"
"true","false","55","false","false","2","div","p","13","1.1152129173278809","9","yes"
"true","false","83","false","false","2","div","p","11","1.0096783638000488","9","yes"
"true","false","79","false","false","2","div","p","9","1.0265926122665405","9","yes"
"true","false","71","false","false","2","div","p","13","1.0480927228927612","9","yes"
"false","false","89","true","false","2","div","p","12","1.0211585760116577","13","yes"
"false","false","90","true","false","2","div","p","23","1.0479564666748047","13","yes"
"false","true","85","true","false","2","section","p","5","0.9937559962272644","8","yes"
"false","false","91","true","false","2","div","p","9","1.0339384078979492","13","yes"
"false","false","72","true","false","2","section","p","5","1.001621961593628","8","yes"
"false","false","91","true","false","2","div","p","18","1.0335559844970703","13","yes"
"false","false","100","true","false","2","div","p","8","1.016921043395996","13","yes"
"false","false","85","true","false","2","div","p","8","1.009647011756897","13","yes"
"false","true","111","true","false","2","section","p","4","0.9919095039367676","8","yes"
"false","true","113","true","false","2","section","p","4","0.9955888390541077","8","yes"
"false","false","75","true","false","2","section","p","7","1.0048121213912964","8","yes"
"false","false","93","true","false","2","section","p","7","1.0107219219207764","8","yes"
"false","false","77","true","false","2","section","p","5","0.9954072833061218","8","yes"
"false","true","111","true","false","2","section","p","5","1.0009723901748657","8","yes"
"false","false","81","true","false","2","div","p","7","1.0386168956756592","13","yes"
"false","true","86","true","false","2","section","p","6","1.0039955377578735","8","yes"
"false","false","85","true","false","2","section","p","6","0.9932076334953308","8","yes"
"false","false","77","false","false","1","div","div","20","1.051851511001587","8","yes"
"false","false","56","false","false","1","div","div","12","1.0564881563186646","8","yes"
"false","false","52","false","false","1","div","div","11","1.1363582611083984","8","yes"
"false","false","75","false","false","1","div","div","7","1.0674952268600464","8","yes"
"false","false","75","false","false","1","div","div","6","1.002485752105713","8","yes"
"false","false","61","false","false","1","div","div","14","1.0351219177246094","8","yes"
"true","false","62","false","false","1","div","div","10","1.0079524517059326","8","yes"
"false","false","74","false","false","1","div","div","11","1.0536075830459595","8","yes"
"false","false","74","false","false","1","div","div","18","1.125972032546997","8","yes"
"false","false","71","false","false","1","div","div","37","1.100542426109314","8","yes"
"false","false","70","false","false","1","div","div","5","1.0113712549209595","8","yes"
"false","false","76","false","false","1","div","div","18","1.0321109294891357","8","yes"
"false","false","57","false","false","1","div","div","9","1.0327165126800537","8","yes"
"false","false","67","false","false","1","div","div","7","1.024717926979065","8","yes"
"false","false","61","false","false","1","div","div","25","1.0399806499481201","8","yes"
"false","false","72","false","false","1","div","div","12","1.0752052068710327","8","yes"
"false","false","78","false","false","1","div","div","6","1.009722113609314","8","yes"
"true","false","78","false","false","2","div","p","3","0.9958562850952148","11","yes"
"true","false","81","false","false","2","div","p","5","1.0246267318725586","11","yes"
"true","false","63","false","false","2","div","p","4","1.0613220930099487","11","yes"
"true","false","77","false","false","2","div","p","3","1.0224579572677612","11","yes"
"true","false","74","false","false","2","div","p","3","0.9980586171150208","11","yes"
"true","false","79","false","false","2","div","p","11","1.0077176094055176","11","yes"
"true","false","78","false","false","2","div","p","3","1.0027137994766235","11","yes"
"true","false","74","false","false","2","div","p","3","1.0107519626617432","11","yes"
"true","false","77","false","false","2","div","p","4","1.022235631942749","11","yes"
"true","false","83","false","false","2","div","p","3","1.0024513006210327","11","yes"
"true","false","89","false","false","2","div","p","6","1.0114824771881104","11","yes"
"true","false","91","false","false","2","div","p","8","1.0168253183364868","11","yes"
"true","false","86","false","false","2","div","div","2","1.003969669342041","11","yes"
"true","false","76","false","false","2","div","p","2","0.9963034987449646","11","yes"
"true","false","80","false","false","2","div","p","6","1.0029520988464355","11","yes"
"true","false","76","false","false","2","div","p","3","1.0012749433517456","11","yes"
"true","false","77","false","false","2","div","p","4","1.0254453420639038","11","yes"
"false","true","61","false","false","5","div","div","10","1.0058143138885498","11","yes"
"false","true","63","false","false","5","div","div","13","1.005721092224121","11","yes"
"false","true","62","false","false","5","div","div","8","1.003606915473938","11","yes"
"false","true","68","false","false","5","div","div","8","0.9989560842514038","10","yes"
"false","true","77","false","false","5","div","div","14","1.0153998136520386","11","yes"
"false","true","65","false","false","5","div","div","5","0.994045615196228","11","yes"
"false","true","66","false","false","5","div","div","7","0.999248743057251","10","yes"
"false","true","48","false","false","5","div","div","9","1.0014278888702393","11","yes"
"false","true","53","false","false","5","div","div","11","1.0025039911270142","11","yes"
"false","true","51","false","false","5","div","div","10","1.004580020904541","11","yes"
"false","true","51","false","false","5","div","div","9","0.9952208399772644","10","yes"
"false","true","72","false","false","5","div","div","7","0.9965511560440063","10","yes"
"false","true","68","false","false","5","div","div","8","0.9987958073616028","11","yes"
"false","false","64","false","false","3","div","div","10","1.0000985860824585","12","yes"
"false","true","51","false","false","5","div","div","7","0.9992985129356384","11","yes"
"false","true","45","false","false","5","div","div","7","0.9958515763282776","10","yes"
"false","true","59","false","false","5","div","div","8","0.9988889098167419","10","yes"
"true","true","77","false","false","4","div","p","7","1.5181779861450195","6","yes"
"true","true","78","false","false","4","div","p","20","1.402982473373413","6","yes"
"true","true","79","false","false","4","div","p","11","1.930435299873352","6","yes"
"true","true","58","false","false","4","div","p","5","1.0464060306549072","8","yes"
"true","true","62","false","false","4","div","p","4","1.022063136100769","8","yes"
"true","true","82","false","false","4","div","p","9","1.514219045639038","6","yes"
"true","true","83","false","false","4","div","p","5","1.2325633764266968","6","yes"
"true","true","79","false","false","4","div","p","11","1.930435299873352","6","yes"
"true","true","71","false","false","4","div","p","9","1.1174232959747314","8","yes"
"true","true","89","false","false","4","div","p","10","1.4889496564865112","6","yes"
"true","true","54","false","false","4","div","p","4","1.082766056060791","8","yes"
"true","true","67","false","false","4","div","p","3","1.0131773948669434","8","yes"
"true","true","81","false","false","4","div","p","11","1.1567611694335938","6","yes"
"true","true","65","false","true","4","div","p","7","1.328871726989746","6","yes"
"true","true","72","false","true","4","div","p","4","1.2864439487457275","6","yes"
"true","true","72","false","false","4","div","p","5","1.2806118726730347","6","yes"
"true","true","77","false","false","4","div","p","7","1.1106833219528198","6","yes"
"true","false","29","false","false","1","div","p","5","1.0315569639205933","12","yes"
"true","false","32","false","false","1","div","p","5","1.0324077606201172","12","yes"
"true","false","24","false","false","1","div","p","8","1.027571201324463","12","yes"
"true","false","29","false","false","1","div","p","5","1.0400278568267822","12","yes"
"true","false","33","false","false","1","div","p","10","1.0598199367523193","12","yes"
"false","false","22","false","false","2","div","p","13","1.0141379833221436","13","yes"
"true","false","26","false","false","1","div","p","11","1.0331381559371948","12","yes"
"true","false","34","false","false","1","div","p","7","1.0126910209655762","12","yes"
"true","false","20","false","false","1","div","p","13","1.0597766637802124","12","yes"
"true","false","33","false","false","1","div","p","5","1.0414469242095947","12","yes"
"true","false","35","false","false","1","div","p","7","1.0778142213821411","12","yes"
"true","false","30","false","false","1","div","p","6","1.0230406522750854","12","yes"
"true","false","28","false","false","1","div","p","8","1.0371943712234497","13","yes"
"true","false","29","false","false","1","div","p","6","1.0260461568832397","12","yes"
"true","false","22","false","false","1","div","p","5","1.0103870630264282","12","yes"
"true","false","32","false","false","1","div","p","5","1.024493932723999","12","yes"
"true","false","29","false","false","1","div","p","6","1.0867435932159424","12","yes"
